,age,capital-gain,capital-loss,education-num,education_10th,education_11th,education_12th,education_1st-4th,education_5th-6th,education_7th-8th,education_9th,education_Assoc-acdm,education_Assoc-voc,education_Bachelors,education_Doctorate,education_HS-grad,education_Masters,education_Preschool,education_Prof-school,education_Some-college,hw,label,marital-status,native-country,occupation,race,relationship,sex,workclass
9750,31,3325,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,60,0,Never-married,United-States,Tech-support,White,Not-in-family,1,Private
9785,45,0,0,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,40,1,Married-civ-spouse,0,Craft-repair,White,Husband,1,Self-emp-inc
9806,66,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,50,0,Widowed,England,Priv-house-serv,White,Not-in-family,0,Private
9812,44,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,40,1,Married-civ-spouse,United-States,Prof-specialty,White,Wife,0,Local-gov
9814,45,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,50,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Private
9820,37,0,0,12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,45,1,Married-civ-spouse,Canada,Prof-specialty,White,Husband,1,Local-gov
9835,30,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Never-married,United-States,Other-service,Black,Own-child,0,Private
9848,59,0,0,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,0,Widowed,Philippines,Other-service,Asian-Pac-Islander,Other-relative,0,Private
9853,22,0,0,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,40,0,Never-married,El-Salvador,Priv-house-serv,White,Other-relative,0,Private
9869,34,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Separated,United-States,Machine-op-inspct,Other,Not-in-family,1,Private
9878,28,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,48,0,Married-civ-spouse,United-States,Protective-serv,White,Husband,1,Local-gov
9899,65,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,24,0,Widowed,United-States,Other-service,White,Unmarried,0,Private
9900,43,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,45,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Private
9903,37,0,0,12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,65,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Private
9938,36,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,25,0,Never-married,United-States,0,White,Unmarried,0,0
9969,26,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,1,Private
9972,43,9562,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,40,1,Divorced,United-States,Prof-specialty,Black,Unmarried,0,Local-gov
9974,46,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Divorced,United-States,Machine-op-inspct,White,Own-child,0,Local-gov
9979,47,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,40,0,Never-married,United-States,Prof-specialty,White,Not-in-family,1,Local-gov
9985,26,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,45,0,Never-married,0,Prof-specialty,White,Not-in-family,1,Private
9995,38,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,60,1,Married-civ-spouse,United-States,Sales,White,Husband,1,Private
10023,49,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,25,0,Never-married,United-States,Priv-house-serv,White,Not-in-family,1,Private
10044,42,0,0,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,35,0,Married-spouse-absent,Puerto-Rico,Prof-specialty,White,Other-relative,1,Private
10049,29,0,0,11,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,40,0,Never-married,United-States,Other-service,Black,Not-in-family,1,Private
10063,50,0,2444,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,72,1,Widowed,United-States,Sales,White,Not-in-family,0,Private
10064,23,0,0,12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,40,0,Never-married,United-States,0,White,Own-child,1,0
10067,56,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,60,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
10078,48,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Divorced,United-States,Sales,White,Not-in-family,1,Private
10095,31,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,48,0,Divorced,United-States,Other-service,White,Unmarried,0,Private
10128,17,0,0,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,0,Never-married,United-States,Handlers-cleaners,White,Own-child,1,Private
10135,26,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,40,0,Never-married,United-States,Exec-managerial,White,Own-child,0,Private
10139,77,0,0,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,20,0,Married-civ-spouse,United-States,0,White,Husband,1,0
10141,24,0,0,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,0,Never-married,United-States,Handlers-cleaners,White,Not-in-family,1,Private
10143,35,0,0,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,99,0,Divorced,United-States,0,White,Not-in-family,1,0
10148,23,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,30,0,Never-married,United-States,Handlers-cleaners,White,Not-in-family,1,Private
10155,59,7298,0,12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,20,1,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
10160,65,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,25,0,Divorced,United-States,Other-service,White,Not-in-family,1,Private
10165,36,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,40,0,Married-civ-spouse,United-States,Other-service,White,Husband,1,Private
10204,30,0,0,11,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,40,0,Never-married,United-States,Prof-specialty,White,Not-in-family,0,Private
10226,27,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Divorced,United-States,Exec-managerial,White,Own-child,0,Private
10230,28,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,1,Married-civ-spouse,United-States,Tech-support,White,Husband,1,Private
10270,38,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,United-States,Prof-specialty,White,Not-in-family,1,Private
10275,30,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,20,0,Divorced,United-States,Adm-clerical,White,Unmarried,0,Private
10277,25,0,1590,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Never-married,United-States,Adm-clerical,White,Own-child,1,Private
10283,55,0,0,11,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,20,0,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,1,Private
10300,23,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,United-States,Transport-moving,White,Own-child,1,Private
10302,25,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,United-States,Handlers-cleaners,White,Own-child,1,Private
10307,45,0,0,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,Mexico,Machine-op-inspct,White,Husband,1,Private
10318,35,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,1,Married-civ-spouse,United-States,Protective-serv,Black,Husband,1,Federal-gov
10327,48,14084,0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,63,1,Divorced,United-States,Prof-specialty,White,Unmarried,1,Self-emp-not-inc
10337,54,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,50,0,Married-civ-spouse,United-States,Other-service,White,Husband,1,Private
10340,27,0,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,United-States,Farming-fishing,Amer-Indian-Eskimo,Husband,1,Private
10354,27,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,0,Never-married,United-States,Adm-clerical,White,Not-in-family,0,Private
10368,49,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,45,1,Separated,United-States,Exec-managerial,White,Not-in-family,0,Private
10373,27,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,50,0,Never-married,United-States,Sales,White,Not-in-family,1,Self-emp-not-inc
10376,46,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,70,0,Married-civ-spouse,United-States,Transport-moving,White,Husband,1,Private
10380,38,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Separated,United-States,Exec-managerial,White,Unmarried,1,Private
10395,25,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,20,0,Never-married,United-States,Prof-specialty,White,Own-child,1,Local-gov
10411,67,3818,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,11,0,Married-civ-spouse,United-States,0,White,Husband,1,0
10422,59,0,0,12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,United-States,Farming-fishing,Black,Husband,1,Federal-gov
10441,23,0,0,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,38,0,Never-married,United-States,Other-service,Black,Unmarried,1,Private
10460,58,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Divorced,United-States,0,White,Unmarried,1,0
10464,31,0,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,40,0,Divorced,United-States,Adm-clerical,White,Not-in-family,0,Private
10468,44,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,99,0,Never-married,United-States,Farming-fishing,White,Own-child,1,Self-emp-not-inc
10471,18,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,15,0,Never-married,United-States,Adm-clerical,White,Own-child,0,Private
10476,56,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,60,1,Married-civ-spouse,United-States,Farming-fishing,White,Husband,1,Private
10477,31,0,0,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,20,0,Divorced,United-States,Transport-moving,White,Unmarried,1,Private
10478,46,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Married-civ-spouse,United-States,Adm-clerical,White,Husband,1,Private
10481,31,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,United-States,Exec-managerial,White,Unmarried,0,Private
10487,27,0,1848,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,45,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,1,Private
10489,52,5013,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,40,0,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Federal-gov
